Time,Voltage,Current,Temperature,SOC,SOH
0.0,12.247050000000002,4.5,25.0065896875,0.9995,0.9999991517395358
1.0,12.232290645897258,4.5,25.01340739509213,0.9989999995758695,0.9999983031320091
2.0,12.218151122541254,4.5,25.02044078836324,0.998499998727434,0.9999974541662914
3.0,12.204598277974135,4.5,25.027678193044405,0.997999997454514,0.9999966048318351
4.0,12.191600787219052,4.5,25.035108558692112,0.9974999957569242,0.9999957551186425
5.0,12.179129051027203,4.5,25.04272142438138,0.9969999936344744,0.9999949050172361
6.0,12.167155100241969,4.5,25.050506886299292,0.9964999910869701,0.999994054518631
7.0,12.155652505468678,4.5,25.058455567133493,0.9959999881142118,0.9999932036143087
8.0,12.144596291755462,4.5,25.06655858715606,0.9954999847159958,0.999992352296192
9.0,12.133962858007248,4.5,25.074807536908743,0.9949999808921146,0.9999915005566222
10.0,12.123729900870188,4.5,25.08319445140072,0.9944999766423568,0.9999906483883366
11.0,12.11387634283857,4.5,25.091711785734983,0.9939999719665072,0.9999897957844476
12.0,12.104382264349848,4.5,25.100352392084122,0.9934999668643474,0.9999889427384231
13.0,12.095228839646506,4.5,25.10910949794062,0.9929999613356555,0.9999880892440679
14.0,12.08639827619584,4.5,25.11797668557102,0.9924999553802066,0.9999872352955063
15.0,12.07787375747013,4.5,25.126947872607168,0.9919999489977729,0.999986380887165
16.0,12.069639388900804,4.5,25.13601729371146,0.9914999421881238,0.9999855260137578
17.0,12.061680146830486,4.5,25.145179483256538,0.9909999349510259,0.9999846706702706
18.0,12.053981830296593,4.5,25.15442925896315,0.9904999272862436,0.9999838148519476
19.0,12.046531015489343,4.5,25.163761706443104,0.9899999191935386,0.9999829585542777
20.0,12.234864638392098,2.0,25.166037188120143,0.9897776931842639,0.9999826601213204
21.0,12.236022954205215,2.0,25.168290350633274,0.9895554671086685,0.9999823616480153
22.0,12.23704855100201,2.0,25.17052236972003,0.9893332409667434,0.9999820631347357
23.0,12.23794911996934,2.0,25.17273435335054,0.9891110147584796,0.9999817645818351
24.0,12.238731921892718,2.0,25.174927345525976,0.9888887884838684,0.9999814659896484
25.0,12.2394038110942,2.0,25.17710232986566,0.9886665621429008,0.9999811673584932
26.0,12.239971258040287,2.0,25.17926023299455,0.9884443357355683,0.9999808686886704
27.0,12.240440370693854,2.0,25.181401927742208,0.9882221092618623,0.9999805699804656
28.0,12.240816914679826,2.0,25.183528236163724,0.9879998827217741,0.9999802712341496
29.0,12.24110633233043,2.0,25.185639932392508,0.9877776561152952,0.9999799724499795
30.0,12.24131376067237,2.0,25.18773774533424,0.9875554294424171,0.9999796736281995
31.0,12.241444048414586,2.0,25.189822361210858,0.9873332027031316,0.9999793747690414
32.0,12.241501771992203,2.0,25.191894425962907,0.9871109758974302,0.9999790758727257
33.0,12.241491250719019,2.0,25.193954547518082,0.9868887490253047,0.9999787769394619
34.0,12.241416561098118,2.0,25.19600329793344,0.9866665220867467,0.9999784779694495
35.0,12.241281550337296,2.0,25.1980412154183,0.986444295081748,0.9999781789628783
36.0,12.241089849113564,2.0,25.200068806244428,0.9862220680103007,0.9999778799199291
37.0,12.24084488362832,2.0,25.202086546549822,0.9859998408723963,0.9999775808407743
38.0,12.240549886992738,2.0,25.204094884041947,0.9857776136680271,0.9999772817255781
39.0,12.240207909980406,2.0,25.206094239606074,0.9855553863971848,0.9999769825744975
40.0,12.23982183118254,2.0,25.208085008823947,0.9853331590598614,0.9999766833876824
41.0,12.239394366598816,2.0,25.210067563407783,0.985110931656049,0.9999763841652759
42.0,12.238928078695231,2.0,25.212042252554316,0.9848887041857396,0.9999760849074151
43.0,12.238425384958646,2.0,25.21400940422332,0.9846664766489253,0.999975785614231
44.0,12.237888565975823,2.0,25.215969326344794,0.9844442490455981,0.9999754862858493
45.0,12.237319773063557,2.0,25.21792230795883,0.9842220213757503,0.9999751869223906
46.0,12.236721035474709,2.0,25.21986862029182,0.9839997936393741,0.9999748875239707
47.0,12.236094267203692,2.0,25.221808517772622,0.9837775658364615,0.9999745880907005
48.0,12.235441273413795,2.0,25.223742238991978,0.9835553379670048,0.9999742886226871
49.0,12.234763756507183,2.0,25.225670007608343,0.9833331100309962,0.9999739891200334
50.0,12.23406332185753,2.0,25.22759203320313,0.9831108820284281,0.9999736895828386
51.0,12.233341483223992,2.0,25.229508512088152,0.9828886539592927,0.9999733900111984
52.0,12.232599667864225,2.0,25.231419628067933,0.9826664258235823,0.9999730904052053
53.0,12.231839221363181,2.0,25.233325553159393,0.9824441976212892,0.9999727907649486
54.0,12.231061412193416,2.0,25.235226448271302,0.9822219693524058,0.9999724910905149
55.0,12.230267436021924,2.0,25.237122463845694,0.9819997410169244,0.999972191381988
56.0,12.229458419777455,2.0,25.239013740463403,0.9817775126148375,0.9999718916394493
57.0,12.228635425491746,2.0,25.240900409415676,0.9815552841461374,0.9999715918629778
58.0,12.227799453927128,2.0,25.242782593243795,0.9813330556108164,0.9999712920526502
59.0,12.226951448002428,2.0,25.244660406248443,0.9811108270088672,0.9999709922085416
60.0,12.22609229602838,2.0,25.24653395497052,0.9808885983402821,0.9999706923307247
61.0,12.225222834763027,2.0,25.248403338645005,0.9806663696050536,0.9999703924192707
62.0,12.224343852297336,2.0,25.25026864962934,0.9804441408031742,0.9999700924742491
63.0,12.223456090780152,2.0,25.25212997380778,0.9802219119346364,0.9999697924957279
64.0,12.222560248991712,2.0,25.25398739097302,0.9799996829994326,0.9999694924837738
65.0,12.221656984773922,2.0,25.255840975186384,0.9797774539975556,0.999969192438452
66.0,12.22074691732549,2.0,25.25769079511777,0.9795552249289976,0.9999688923598264
67.0,12.219830629369309,2.0,25.25953691436646,0.9793329957937514,0.9999685922479603
68.0,12.218908669199303,2.0,25.261379391763867,0.9791107665918095,0.9999682921029154
69.0,12.217981552613352,2.0,25.26321828165924,0.9788885373231645,0.9999679919247526
